antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'Brushes'}),"frozenset({'Concealer', 'Lip liner'})",0.363,0.101,0.064,0.17630854,1.745629108,0.027337,1.091428094
frozenset({'Lip Gloss'}),"frozenset({'Eye shadow', 'Foundation', 'Eyeliner'})",0.101,0.363,0.064,0.633663366,1.745629108,0.027337,1.738837838
"frozenset({'Blush', 'Eyeliner'})",frozenset({'Nail Polish'}),0.442,0.07,0.054,0.122171946,1.74531351,0.02306,1.05943299
"frozenset({'Concealer', 'Lip Gloss'})",frozenset({'Blush'}),0.442,0.07,0.054,0.122171946,1.74531351,0.02306,1.05943299
"frozenset({'Mascara', 'Lipstick'})",frozenset({'Blush'}),0.442,0.07,0.054,0.122171946,1.74531351,0.02306,1.05943299
"frozenset({'Eye shadow', 'Concealer'})","frozenset({'Mascara', 'Eyeliner', 'Bronzer'})",0.07,0.442,0.054,0.771428571,1.74531351,0.02306,2.44125
"frozenset({'Eye shadow', 'Eyeliner'})","frozenset({'Concealer', 'Mascara', 'Bronzer'})",0.07,0.442,0.054,0.771428571,1.74531351,0.02306,2.44125
"frozenset({'Concealer', 'Lip liner', 'Eyeliner'})","frozenset({'Eye shadow', 'Mascara'})",0.07,0.442,0.054,0.771428571,1.74531351,0.02306,2.44125
"frozenset({'Mascara', 'Concealer'})","frozenset({'Blush', 'Bronzer'})",0.234,0.218,0.089,0.38034188,1.744687525,0.037988,1.261986207
"frozenset({'Eye shadow', 'Blush'})","frozenset({'Mascara', 'Concealer'})",0.218,0.234,0.089,0.408256881,1.744687525,0.037988,1.29448062
"frozenset({'Lip liner', 'Eyeliner'})",frozenset({'Blush'}),0.442,0.083,0.064,0.14479638,1.7445347,0.027314,1.072259259
"frozenset({'Brushes', 'Concealer', 'Nail Polish'})","frozenset({'Eye shadow', 'Mascara'})",0.083,0.442,0.064,0.771084337,1.7445347,0.027314,2.437578947
frozenset({'Bronzer'}),"frozenset({'Concealer', 'Blush', 'Lip Gloss'})",0.231,0.134,0.054,0.233766234,1.744524133,0.023046,1.13020339
frozenset({'Concealer'}),"frozenset({'Lip Gloss', 'Eyeliner', 'Bronzer'})",0.134,0.231,0.054,0.402985075,1.744524133,0.023046,1.288075
"frozenset({'Brushes', 'Blush', 'Nail Polish'})",frozenset({'Bronzer'}),0.279,0.22,0.107,0.383512545,1.74323884,0.04562,1.265232558
"frozenset({'Eye shadow', 'Blush'})","frozenset({'Concealer', 'Lip liner'})",0.22,0.279,0.107,0.486363636,1.74323884,0.04562,1.403716814
frozenset({'Concealer'}),"frozenset({'Eye shadow', 'Lip liner'})",0.357,0.103,0.064,0.179271709,1.740502026,0.027229,1.092931741
"frozenset({'Foundation', 'Lipstick', 'Lip Gloss'})",frozenset({'Eye shadow'}),0.103,0.357,0.064,0.621359223,1.740502026,0.027229,1.698179487
frozenset({'Eye shadow'}),"frozenset({'Nail Polish', 'Eyeliner'})",0.363,0.103,0.065,0.179063361,1.738479232,0.027611,1.092654362
frozenset({'Lip Gloss'}),"frozenset({'Mascara', 'Foundation', 'Eyeliner'})",0.103,0.363,0.065,0.631067961,1.738479232,0.027611,1.726605263
"frozenset({'Blush', 'Eyeliner'})","frozenset({'Concealer', 'Lip Gloss'})",0.201,0.192,0.067,0.333333333,1.736111111,0.028408,1.212
"frozenset({'Eye shadow', 'Mascara', 'Lipstick'})",frozenset({'Blush'}),0.192,0.201,0.067,0.348958333,1.736111111,0.028408,1.227264
frozenset({'Mascara'}),"frozenset({'Concealer', 'Blush'})",0.442,0.116,0.089,0.201357466,1.735840225,0.037728,1.106878187
frozenset({'Mascara'}),"frozenset({'Eye shadow', 'Eyeliner', 'Bronzer'})",0.116,0.442,0.089,0.767241379,1.735840225,0.037728,2.397333333
"frozenset({'Brushes', 'Eye shadow'})",frozenset({'Bronzer'}),0.357,0.134,0.083,0.232492997,1.735022367,0.035162,1.128328467
"frozenset({'Eyeliner', 'Bronzer'})","frozenset({'Eye shadow', 'Concealer'})",0.134,0.357,0.083,0.619402985,1.735022367,0.035162,1.68945098
frozenset({'Brushes'}),"frozenset({'Mascara', 'Concealer'})",0.363,0.124,0.078,0.214876033,1.732871234,0.032988,1.115747368
"frozenset({'Foundation', 'Eyeliner', 'Lip Gloss'})",frozenset({'Concealer'}),0.124,0.363,0.078,0.629032258,1.732871234,0.032988,1.717130435
frozenset({'Concealer'}),"frozenset({'Eye shadow', 'Blush'})",0.442,0.175,0.134,0.303167421,1.732385262,0.05665,1.183928571
"frozenset({'Concealer', 'Nail Polish', 'Bronzer'})",frozenset({'Lip liner'}),0.175,0.442,0.134,0.765714286,1.732385262,0.05665,2.381707317
"frozenset({'Nail Polish', 'Lip Gloss'})",frozenset({'Blush'}),0.442,0.234,0.179,0.404977376,1.730672545,0.075572,1.287346008
frozenset({'Mascara'}),"frozenset({'Eye shadow', 'Blush', 'Nail Polish'})",0.234,0.442,0.179,0.764957265,1.730672545,0.075572,2.374036364
"frozenset({'Brushes', 'Lip liner'})",frozenset({'Concealer'}),0.363,0.134,0.084,0.231404959,1.726902677,0.035358,1.126731183
"frozenset({'Eye shadow', 'Mascara', 'Lip liner'})",frozenset({'Concealer'}),0.134,0.363,0.084,0.626865672,1.726902677,0.035358,1.70716
"frozenset({'Eyeliner', 'Bronzer'})",frozenset({'Lip liner'}),0.297,0.234,0.12,0.404040404,1.726668393,0.050502,1.285322034
"frozenset({'Concealer', 'Blush'})","frozenset({'Mascara', 'Bronzer'})",0.234,0.297,0.12,0.512820513,1.726668393,0.050502,1.443
frozenset({'Eyeliner'}),"frozenset({'Concealer', 'Blush', 'Lip liner'})",0.22,0.166,0.063,0.286363636,1.725082147,0.02648,1.16866242
"frozenset({'Eye shadow', 'Mascara'})","frozenset({'Concealer', 'Nail Polish'})",0.166,0.22,0.063,0.379518072,1.725082147,0.02648,1.257087379
"frozenset({'Eye shadow', 'Nail Polish'})",frozenset({'Mascara'}),0.363,0.112,0.07,0.192837466,1.721763085,0.029344,1.100150171
"frozenset({'Lip liner', 'Mascara', 'Eyeliner'})",frozenset({'Eye shadow'}),0.112,0.363,0.07,0.625,1.721763085,0.029344,1.698666667
"frozenset({'Blush', 'Bronzer'})","frozenset({'Eye shadow', 'Concealer'})",0.234,0.169,0.068,0.290598291,1.719516512,0.028454,1.171409639
"frozenset({'Concealer', 'Lip liner'})","frozenset({'Nail Polish', 'Eyeliner'})",0.169,0.234,0.068,0.402366864,1.719516512,0.028454,1.281722772
frozenset({'Concealer'}),"frozenset({'Brushes', 'Lip liner'})",0.363,0.13,0.081,0.223140496,1.716465353,0.03381,1.119893617
"frozenset({'Eye shadow', 'Mascara'})","frozenset({'Concealer', 'Lipstick'})",0.13,0.363,0.081,0.623076923,1.716465353,0.03381,1.69
"frozenset({'Blush', 'Bronzer'})","frozenset({'Concealer', 'Lip liner'})",0.234,0.18,0.072,0.307692308,1.709401709,0.02988,1.184444444
"frozenset({'Blush', 'Bronzer'})","frozenset({'Concealer', 'Foundation'})",0.234,0.145,0.058,0.247863248,1.709401709,0.02407,1.136761364
"frozenset({'Eye shadow', 'Nail Polish'})","frozenset({'Brushes', 'Concealer'})",0.18,0.234,0.072,0.4,1.709401709,0.02988,1.276666667
"frozenset({'Concealer', 'Lip liner', 'Bronzer'})",frozenset({'Eyeliner'}),0.145,0.234,0.058,0.4,1.709401709,0.02407,1.276666667
"frozenset({'Eye shadow', 'Concealer'})",frozenset({'Eyeliner'}),0.321,0.124,0.068,0.211838006,1.708371018,0.028196,1.11144664
"frozenset({'Concealer', 'Foundation'})","frozenset({'Eyeliner', 'Lip Gloss'})",0.124,0.321,0.068,0.548387097,1.708371018,0.028196,1.5035
frozenset({'Blush'}),"frozenset({'Lip liner', 'Lip Gloss'})",0.442,0.151,0.114,0.257918552,1.708069881,0.047258,1.144079268
"frozenset({'Concealer', 'Nail Polish', 'Eyeliner'})",frozenset({'Eye shadow'}),0.151,0.442,0.114,0.754966887,1.708069881,0.047258,2.277243243
"frozenset({'Blush', 'Lip liner', 'Eyeliner'})",frozenset({'Concealer'}),0.22,0.181,0.068,0.309090909,1.707684581,0.02818,1.185394737
"frozenset({'Brushes', 'Mascara', 'Concealer'})",frozenset({'Nail Polish'}),0.181,0.22,0.068,0.375690608,1.707684581,0.02818,1.249380531
"frozenset({'Mascara', 'Blush'})","frozenset({'Concealer', 'Foundation'})",0.218,0.137,0.051,0.233944954,1.707627402,0.021134,1.126550898
"frozenset({'Eye shadow', 'Bronzer'})","frozenset({'Concealer', 'Lip Gloss'})",0.137,0.218,0.051,0.372262774,1.707627402,0.021134,1.245744186
frozenset({'Bronzer'}),"frozenset({'Mascara', 'Lip liner'})",0.321,0.115,0.063,0.196261682,1.706623324,0.026085,1.101104651
frozenset({'Lip liner'}),"frozenset({'Eye shadow', 'Mascara', 'Lip Gloss'})",0.115,0.321,0.063,0.547826087,1.706623324,0.026085,1.501634615
"frozenset({'Eye shadow', 'Mascara'})",frozenset({'Brushes'}),0.357,0.092,0.056,0.156862745,1.705029838,0.023156,1.076930233
frozenset({'Bronzer'}),"frozenset({'Concealer', 'Eyeliner'})",0.357,0.092,0.056,0.156862745,1.705029838,0.023156,1.076930233
frozenset({'Eye shadow'}),"frozenset({'Mascara', 'Concealer', 'Blush', 'Foundation'})",0.092,0.357,0.056,0.608695652,1.705029838,0.023156,1.643222222
"frozenset({'Eye shadow', 'Concealer', 'Lip Gloss'})","frozenset({'Mascara', 'Blush'})",0.092,0.357,0.056,0.608695652,1.705029838,0.023156,1.643222222
"frozenset({'Concealer', 'Lip liner', 'Eyeliner'})",frozenset({'Blush'}),0.22,0.192,0.072,0.327272727,1.704545455,0.02976,1.201081081
frozenset({'Mascara'}),"frozenset({'Eye shadow', 'Blush', 'Lip Gloss'})",0.192,0.22,0.072,0.375,1.704545455,0.02976,1.248
frozenset({'Blush'}),"frozenset({'Concealer', 'Lip Gloss'})",0.442,0.077,0.058,0.131221719,1.704178175,0.023966,1.062411458
"frozenset({'Mascara', 'Bronzer'})","frozenset({'Eye shadow', 'Concealer', 'Lip liner'})",0.077,0.442,0.058,0.753246753,1.704178175,0.023966,2.261368421
frozenset({'Bronzer'}),"frozenset({'Concealer', 'Lip Gloss'})",0.357,0.112,0.068,0.19047619,1.700680272,0.028016,1.096941176
frozenset({'Mascara'}),"frozenset({'Eye shadow', 'Lip liner', 'Eyeliner'})",0.112,0.357,0.068,0.607142857,1.700680272,0.028016,1.636727273
frozenset({'Nail Polish'}),"frozenset({'Lip Gloss', 'Bronzer'})",0.363,0.201,0.124,0.341597796,1.699491523,0.051037,1.213543933
"frozenset({'Blush', 'Foundation', 'Eyeliner'})",frozenset({'Concealer'}),0.201,0.363,0.124,0.616915423,1.699491523,0.051037,1.662818182
"frozenset({'Eye shadow', 'Lip liner'})",frozenset({'Bronzer'}),0.321,0.112,0.061,0.190031153,1.69670672,0.025048,1.096338462
frozenset({'Eye shadow'}),"frozenset({'Mascara', 'Foundation', 'Lip Gloss'})",0.112,0.321,0.061,0.544642857,1.69670672,0.025048,1.491137255
frozenset({'Bronzer'}),"frozenset({'Mascara', 'Lip Gloss'})",0.297,0.137,0.069,0.232323232,1.695790017,0.028311,1.124171053
"frozenset({'Eye shadow', 'Lip Gloss'})","frozenset({'Concealer', 'Bronzer'})",0.137,0.297,0.069,0.503649635,1.695790017,0.028311,1.416338235
"frozenset({'Mascara', 'Foundation'})","frozenset({'Blush', 'Eyeliner'})",0.184,0.218,0.068,0.369565217,1.695253291,0.027888,1.240413793
frozenset({'Blush'}),"frozenset({'Eye shadow', 'Mascara', 'Concealer'})",0.218,0.184,0.068,0.311926606,1.695253291,0.027888,1.18592
frozenset({'Concealer'}),"frozenset({'Lip Gloss', 'Blush', 'Bronzer'})",0.231,0.184,0.072,0.311688312,1.693958216,0.029496,1.185509434
"frozenset({'Blush', 'Foundation', 'Eyeliner'})",frozenset({'Mascara'}),0.184,0.231,0.072,0.391304348,1.693958216,0.029496,1.263357143
frozenset({'Concealer'}),"frozenset({'Foundation', 'Eyeliner'})",0.321,0.092,0.05,0.15576324,1.693078694,0.020468,1.075527675
frozenset({'Eye shadow'}),"frozenset({'Lip liner', 'Bronzer'})",0.321,0.092,0.05,0.15576324,1.693078694,0.020468,1.075527675
"frozenset({'Concealer', 'Blush', 'Mascara'})","frozenset({'Eye shadow', 'Lip Gloss'})",0.092,0.321,0.05,0.543478261,1.693078694,0.020468,1.487333333
"frozenset({'Concealer', 'Mascara', 'Lip Gloss'})","frozenset({'Eye shadow', 'Blush'})",0.092,0.321,0.05,0.543478261,1.693078694,0.020468,1.487333333
"frozenset({'Concealer', 'Lipstick'})",frozenset({'Blush'}),0.442,0.071,0.053,0.119909502,1.688866229,0.021618,1.055573265
frozenset({'Blush'}),"frozenset({'Mascara', 'Lip liner'})",0.442,0.071,0.053,0.119909502,1.688866229,0.021618,1.055573265
"frozenset({'Eye shadow', 'Blush'})",frozenset({'Mascara'}),0.442,0.071,0.053,0.119909502,1.688866229,0.021618,1.055573265
"frozenset({'Eye shadow', 'Concealer', 'Mascara', 'Bronzer'})",frozenset({'Eyeliner'}),0.071,0.442,0.053,0.746478873,1.688866229,0.021618,2.201
"frozenset({'Mascara', 'Eyeliner', 'Bronzer'})","frozenset({'Eye shadow', 'Concealer'})",0.071,0.442,0.053,0.746478873,1.688866229,0.021618,2.201
"frozenset({'Concealer', 'Mascara', 'Eyeliner'})","frozenset({'Eye shadow', 'Bronzer'})",0.071,0.442,0.053,0.746478873,1.688866229,0.021618,2.201
"frozenset({'Mascara', 'Lipstick'})",frozenset({'Eye shadow'}),0.28,0.108,0.051,0.182142857,1.686507937,0.02076,1.090655022
"frozenset({'Eye shadow', 'Lipstick'})","frozenset({'Mascara', 'Foundation'})",0.108,0.28,0.051,0.472222222,1.686507937,0.02076,1.364210526
frozenset({'Bronzer'}),"frozenset({'Concealer', 'Foundation'})",0.357,0.108,0.065,0.182072829,1.685859529,0.026444,1.090561644
"frozenset({'Mascara', 'Lipstick'})","frozenset({'Eye shadow', 'Foundation'})",0.108,0.357,0.065,0.601851852,1.685859529,0.026444,1.614976744
frozenset({'Bronzer'}),"frozenset({'Brushes', 'Blush', 'Nail Polish'})",0.279,0.134,0.063,0.225806452,1.685122773,0.025614,1.118583333
"frozenset({'Concealer', 'Bronzer'})","frozenset({'Foundation', 'Eyeliner'})",0.134,0.279,0.063,0.470149254,1.685122773,0.025614,1.360760563
frozenset({'Eye shadow'}),"frozenset({'Concealer', 'Lipstick'})",0.321,0.22,0.119,0.370716511,1.68507505,0.04838,1.23950495
"frozenset({'Concealer', 'Blush', 'Lip liner'})",frozenset({'Eyeliner'}),0.22,0.321,0.119,0.540909091,1.68507505,0.04838,1.479009901
"frozenset({'Concealer', 'Blush'})",frozenset({'Lip liner'}),0.442,0.137,0.102,0.230769231,1.68444694,0.041446,1.1219
"frozenset({'Eye shadow', 'Foundation'})","frozenset({'Concealer', 'Bronzer'})",0.137,0.442,0.102,0.744525547,1.68444694,0.041446,2.184171429
"frozenset({'Lip Gloss', 'Bronzer'})",frozenset({'Nail Polish'}),0.363,0.175,0.107,0.29476584,1.68437623,0.043475,1.169824219
"frozenset({'Eye shadow', 'Nail Polish'})","frozenset({'Brushes', 'Mascara'})",0.175,0.363,0.107,0.611428571,1.68437623,0.043475,1.639338235
frozenset({'Eyeliner'}),"frozenset({'Mascara', 'Bronzer'})",0.297,0.116,0.058,0.195286195,1.683501684,0.023548,1.098527197
"frozenset({'Eye shadow', 'Lip liner'})","frozenset({'Mascara', 'Lip Gloss'})",0.116,0.297,0.058,0.5,1.683501684,0.023548,1.406
"frozenset({'Mascara', 'Blush', 'Nail Polish'})",frozenset({'Concealer'}),0.279,0.115,0.054,0.193548387,1.683029453,0.021915,1.0974
"frozenset({'Mascara', 'Lip Gloss'})","frozenset({'Eye shadow', 'Lip liner'})",0.115,0.279,0.054,0.469565217,1.683029453,0.021915,1.359262295
"frozenset({'Blush', 'Bronzer'})","frozenset({'Concealer', 'Eyeliner'})",0.231,0.175,0.068,0.294372294,1.682127396,0.027575,1.169171779
frozenset({'Bronzer'}),"frozenset({'Eye shadow', 'Concealer', 'Nail Polish'})",0.175,0.231,0.068,0.388571429,1.682127396,0.027575,1.25771028
frozenset({'Blush'}),"frozenset({'Foundation', 'Bronzer'})",0.442,0.07,0.052,0.117647059,1.680672269,0.02106,1.054
frozenset({'Mascara'}),"frozenset({'Eye shadow', 'Concealer', 'Eyeliner', 'Bronzer'})",0.07,0.442,0.052,0.742857143,1.680672269,0.02106,2.17
frozenset({'Mascara'}),"frozenset({'Concealer', 'Blush', 'Foundation'})",0.218,0.175,0.064,0.293577982,1.677588467,0.02585,1.167857143
"frozenset({'Concealer', 'Nail Polish', 'Eyeliner'})",frozenset({'Bronzer'}),0.175,0.218,0.064,0.365714286,1.677588467,0.02585,1.232882883
"frozenset({'Mascara', 'Blush', 'Concealer'})",frozenset({'Eyeliner'}),0.211,0.178,0.063,0.298578199,1.677405613,0.025442,1.171905405
"frozenset({'Eye shadow', 'Mascara', 'Nail Polish'})",frozenset({'Brushes'}),0.178,0.211,0.063,0.353932584,1.677405613,0.025442,1.221234783
"frozenset({'Blush', 'Eyeliner', 'Bronzer'})",frozenset({'Concealer'}),0.231,0.137,0.053,0.229437229,1.674724302,0.021353,1.119960674
"frozenset({'Eye shadow', 'Concealer'})","frozenset({'Lip Gloss', 'Bronzer'})",0.137,0.231,0.053,0.386861314,1.674724302,0.021353,1.254202381
"frozenset({'Blush', 'Eyeliner'})","frozenset({'Concealer', 'Bronzer'})",0.231,0.181,0.07,0.303030303,1.674200569,0.028189,1.175086957
"frozenset({'Mascara', 'Concealer'})","frozenset({'Brushes', 'Nail Polish'})",0.181,0.231,0.07,0.386740331,1.674200569,0.028189,1.253954955
"frozenset({'Concealer', 'Foundation'})","frozenset({'Mascara', 'Blush'})",0.218,0.192,0.07,0.321100917,1.672400612,0.028144,1.190162162
"frozenset({'Eye shadow', 'Mascara'})","frozenset({'Blush', 'Eyeliner'})",0.192,0.218,0.07,0.364583333,1.672400612,0.028144,1.230688525
frozenset({'Bronzer'}),"frozenset({'Brushes', 'Blush'})",0.442,0.134,0.099,0.2239819,1.67150672,0.039772,1.115953353
"frozenset({'Concealer', 'Foundation'})","frozenset({'Eyeliner', 'Bronzer'})",0.134,0.442,0.099,0.73880597,1.67150672,0.039772,2.136342857
"frozenset({'Lip liner', 'Eyeliner'})",frozenset({'Nail Polish'}),0.363,0.137,0.083,0.228650138,1.668979108,0.033269,1.118817857
"frozenset({'Eye shadow', 'Foundation', 'Bronzer'})",frozenset({'Concealer'}),0.137,0.363,0.083,0.605839416,1.668979108,0.033269,1.616092593
frozenset({'Bronzer'}),"frozenset({'Brushes', 'Mascara'})",0.357,0.22,0.131,0.366946779,1.667939903,0.05246,1.232123894
"frozenset({'Concealer', 'Blush'})","frozenset({'Eye shadow', 'Lip liner'})",0.22,0.357,0.131,0.595454545,1.667939903,0.05246,1.589438202
"frozenset({'Blush', 'Eyeliner'})",frozenset({'Bronzer'}),0.442,0.068,0.05,0.113122172,1.663561352,0.019944,1.050877551
frozenset({'Eye shadow'}),"frozenset({'Concealer', 'Mascara', 'Lip liner', 'Eyeliner'})",0.068,0.442,0.05,0.735294118,1.663561352,0.019944,2.108
"frozenset({'Nail Polish', 'Lip Gloss'})",frozenset({'Bronzer'}),0.363,0.179,0.108,0.297520661,1.662126599,0.043023,1.168717647
frozenset({'Concealer'}),"frozenset({'Brushes', 'Nail Polish', 'Eyeliner'})",0.179,0.363,0.108,0.603351955,1.662126599,0.043023,1.605957746
"frozenset({'Mascara', 'Blush'})",frozenset({'Lip liner'}),0.442,0.124,0.091,0.205882353,1.660341556,0.036192,1.103111111
"frozenset({'Foundation', 'Eyeliner'})","frozenset({'Concealer', 'Lip Gloss'})",0.124,0.442,0.091,0.733870968,1.660341556,0.036192,2.096727273
frozenset({'Concealer'}),"frozenset({'Brushes', 'Eye shadow'})",0.363,0.083,0.05,0.137741047,1.659530685,0.019871,1.063485623
"frozenset({'Mascara', 'Blush'})","frozenset({'Eye shadow', 'Foundation', 'Lip Gloss'})",0.083,0.363,0.05,0.602409639,1.659530685,0.019871,1.602151515
"frozenset({'Mascara', 'Foundation'})","frozenset({'Concealer', 'Blush'})",0.218,0.141,0.051,0.233944954,1.659184072,0.020262,1.121329341
frozenset({'Bronzer'}),"frozenset({'Mascara', 'Concealer', 'Lip Gloss'})",0.141,0.218,0.051,0.361702128,1.659184072,0.020262,1.225133333
"frozenset({'Nail Polish', 'Bronzer'})",frozenset({'Concealer'}),0.381,0.084,0.053,0.139107612,1.656042995,0.020996,1.064012195
"frozenset({'Eye shadow', 'Mascara', 'Foundation'})","frozenset({'Blush', 'Lip Gloss'})",0.084,0.381,0.053,0.630952381,1.656042995,0.020996,1.677290323
"frozenset({'Concealer', 'Blush', 'Lip Gloss'})",frozenset({'Mascara'}),0.218,0.169,0.061,0.279816514,1.655719016,0.024158,1.153872611
"frozenset({'Nail Polish', 'Eyeliner'})","frozenset({'Concealer', 'Lip liner'})",0.169,0.218,0.061,0.360946746,1.655719016,0.024158,1.223685185
"frozenset({'Eye shadow', 'Bronzer'})",frozenset({'Lip liner'}),0.321,0.143,0.076,0.236760125,1.655665207,0.030097,1.122844898
"frozenset({'Eye shadow', 'Mascara', 'Concealer'})",frozenset({'Bronzer'}),0.143,0.321,0.076,0.531468531,1.655665207,0.030097,1.449208955
"frozenset({'Mascara', 'Blush'})","frozenset({'Concealer', 'Nail Polish'})",0.279,0.169,0.078,0.279569892,1.654259719,0.030849,1.153477612
"frozenset({'Concealer', 'Nail Polish', 'Eyeliner'})",frozenset({'Lip liner'}),0.169,0.279,0.078,0.461538462,1.654259719,0.030849,1.339
"frozenset({'Concealer', 'Lip liner'})","frozenset({'Blush', 'Bronzer'})",0.234,0.184,0.071,0.303418803,1.649015236,0.027944,1.171435583
"frozenset({'Blush', 'Foundation'})","frozenset({'Mascara', 'Lip Gloss'})",0.184,0.234,0.071,0.385869565,1.649015236,0.027944,1.247292035
"frozenset({'Blush', 'Lip liner'})",frozenset({'Mascara'}),0.442,0.07,0.051,0.115384615,1.648351648,0.02006,1.051304348
frozenset({'Lip liner'}),"frozenset({'Mascara', 'Blush'})",0.442,0.07,0.051,0.115384615,1.648351648,0.02006,1.051304348
frozenset({'Blush'}),"frozenset({'Mascara', 'Foundation'})",0.442,0.07,0.051,0.115384615,1.648351648,0.02006,1.051304348
"frozenset({'Eye shadow', 'Concealer', 'Mascara', 'Lip liner'})",frozenset({'Eyeliner'}),0.07,0.442,0.051,0.728571429,1.648351648,0.02006,2.055789474
"frozenset({'Eye shadow', 'Concealer', 'Lip liner', 'Eyeliner'})",frozenset({'Mascara'}),0.07,0.442,0.051,0.728571429,1.648351648,0.02006,2.055789474
"frozenset({'Eye shadow', 'Concealer', 'Lip liner'})","frozenset({'Mascara', 'Eyeliner'})",0.07,0.442,0.051,0.728571429,1.648351648,0.02006,2.055789474
"frozenset({'Eye shadow', 'Concealer'})","frozenset({'Blush', 'Lip liner'})",0.22,0.149,0.054,0.245454545,1.647345943,0.02122,1.127831325
frozenset({'Eye shadow'}),"frozenset({'Concealer', 'Blush', 'Lip liner'})",0.22,0.149,0.054,0.245454545,1.647345943,0.02122,1.127831325
frozenset({'Eyeliner'}),"frozenset({'Concealer', 'Foundation', 'Nail Polish'})",0.149,0.22,0.054,0.362416107,1.647345943,0.02122,1.223368421
"frozenset({'Nail Polish', 'Lip Gloss'})","frozenset({'Eye shadow', 'Mascara'})",0.149,0.22,0.054,0.362416107,1.647345943,0.02122,1.223368421
frozenset({'Concealer'}),"frozenset({'Lip Gloss', 'Bronzer'})",0.357,0.143,0.084,0.235294118,1.64541341,0.032949,1.120692308
frozenset({'Eyeliner'}),"frozenset({'Concealer', 'Lip liner', 'Bronzer'})",0.143,0.357,0.084,0.587412587,1.64541341,0.032949,1.558457627
"frozenset({'Concealer', 'Bronzer'})","frozenset({'Blush', 'Lip liner'})",0.234,0.182,0.07,0.299145299,1.64365549,0.027412,1.167146341
"frozenset({'Eye shadow', 'Lip Gloss'})","frozenset({'Blush', 'Foundation'})",0.182,0.234,0.07,0.384615385,1.64365549,0.027412,1.24475
"frozenset({'Nail Polish', 'Eyeliner'})",frozenset({'Eye shadow'}),0.363,0.119,0.071,0.195592287,1.64363266,0.027803,1.095215753
frozenset({'Lip Gloss'}),"frozenset({'Foundation', 'Nail Polish'})",0.363,0.119,0.071,0.195592287,1.64363266,0.027803,1.095215753
"frozenset({'Foundation', 'Bronzer'})","frozenset({'Eye shadow', 'Mascara'})",0.119,0.363,0.071,0.596638655,1.64363266,0.027803,1.579229167
frozenset({'Eye shadow'}),"frozenset({'Mascara', 'Foundation', 'Bronzer'})",0.119,0.363,0.071,0.596638655,1.64363266,0.027803,1.579229167
frozenset({'Blush'}),"frozenset({'Eye shadow', 'Mascara'})",0.442,0.084,0.061,0.13800905,1.642964878,0.023872,1.062656168
"frozenset({'Mascara', 'Foundation', 'Lip Gloss'})","frozenset({'Eye shadow', 'Blush'})",0.084,0.442,0.061,0.726190476,1.642964878,0.023872,2.037913043
"frozenset({'Eye shadow', 'Concealer'})",frozenset({'Brushes'}),0.363,0.151,0.09,0.247933884,1.641946254,0.035187,1.12889011
"frozenset({'Eye shadow', 'Concealer', 'Eyeliner'})",frozenset({'Nail Polish'}),0.151,0.363,0.09,0.59602649,1.641946254,0.035187,1.576836066
"frozenset({'Mascara', 'Lip Gloss'})","frozenset({'Concealer', 'Blush'})",0.218,0.151,0.054,0.247706422,1.640439881,0.021082,1.12854878
frozenset({'Eye shadow'}),"frozenset({'Concealer', 'Nail Polish', 'Eyeliner'})",0.151,0.218,0.054,0.357615894,1.640439881,0.021082,1.217340206
frozenset({'Lip liner'}),"frozenset({'Blush', 'Bronzer'})",0.442,0.094,0.068,0.153846154,1.636661211,0.026452,1.070727273
"frozenset({'Concealer', 'Blush', 'Lip liner'})","frozenset({'Eye shadow', 'Mascara'})",0.094,0.442,0.068,0.723404255,1.636661211,0.026452,2.017384615
frozenset({'Mascara'}),"frozenset({'Brushes', 'Eye shadow'})",0.357,0.175,0.102,0.285714286,1.632653061,0.039525,1.155
"frozenset({'Concealer', 'Nail Polish', 'Lip liner'})",frozenset({'Bronzer'}),0.175,0.357,0.102,0.582857143,1.632653061,0.039525,1.541438356
frozenset({'Eyeliner'}),"frozenset({'Concealer', 'Blush', 'Lip Gloss'})",0.201,0.192,0.063,0.313432836,1.632462687,0.024408,1.176869565
frozenset({'Eye shadow'}),"frozenset({'Mascara', 'Blush', 'Lipstick'})",0.192,0.201,0.063,0.328125,1.632462687,0.024408,1.189209302
"frozenset({'Concealer', 'Eyeliner'})","frozenset({'Blush', 'Bronzer'})",0.231,0.146,0.055,0.238095238,1.630789302,0.021274,1.120875
"frozenset({'Lip liner', 'Bronzer'})","frozenset({'Concealer', 'Lip Gloss'})",0.146,0.231,0.055,0.376712329,1.630789302,0.021274,1.23378022
"frozenset({'Mascara', 'Concealer'})","frozenset({'Blush', 'Lip Gloss'})",0.218,0.166,0.059,0.270642202,1.63037471,0.022812,1.143471698
"frozenset({'Eye shadow', 'Nail Polish'})","frozenset({'Mascara', 'Concealer'})",0.166,0.218,0.059,0.355421687,1.63037471,0.022812,1.213196262
"frozenset({'Concealer', 'Blush'})","frozenset({'Eyeliner', 'Bronzer'})",0.231,0.141,0.053,0.229437229,1.627214393,0.020429,1.114769663
"frozenset({'Concealer', 'Lip Gloss'})","frozenset({'Mascara', 'Bronzer'})",0.141,0.231,0.053,0.375886525,1.627214393,0.020429,1.232147727
